,libvirt_domain_block_stats_flush_requests_total,libvirt_domain_block_stats_flush_time_seconds_total,libvirt_domain_block_stats_read_bytes_total,libvirt_domain_block_stats_read_requests_total,libvirt_domain_block_stats_read_time_seconds_total,libvirt_domain_block_stats_write_bytes_total,libvirt_domain_block_stats_write_requests_total,libvirt_domain_block_stats_write_time_seconds_total,libvirt_domain_info_cpu_time_seconds_total,libvirt_domain_info_memory_usage_bytes,libvirt_domain_interface_stats_receive_bytes_total,libvirt_domain_interface_stats_receive_drops_total,libvirt_domain_interface_stats_receive_errors_total,libvirt_domain_interface_stats_receive_packets_total,libvirt_domain_interface_stats_transmit_bytes_total,libvirt_domain_interface_stats_transmit_drops_total,libvirt_domain_interface_stats_transmit_errors_total,libvirt_domain_interface_stats_transmit_packets_total ,libvirt_domain_memory_stats_disk_cache_bytes,libvirt_domain_memory_stats_major_fault_total,libvirt_domain_memory_stats_minor_fault_total,libvirt_domain_memory_stats_rss_bytes,libvirt_domain_memory_stats_unused_bytes,libvirt_domain_memory_stats_usable_bytes,libvirt_domain_memory_stats_used_percent,libvirt_domain_vcpu_cpu,libvirt_domain_vcpu_time_seconds_total
0,52634.0,3.719478749,961037312.0,44975.0,147.138080497,5431455744.0,82255.0,114.54726474,7192.28,1073741824.0,209621399.0,0.0,0.0,60696.0,4746169.0,0.0,0.0,51890.0,0.0,2339.0,18651846.0,1119649792.0,193613824.0,769568768.0,25.48140039424263,25.0,915.08
1,52638.0,3.720176733,961037312.0,44975.0,147.138080497,5431472128.0,82258.0,114.54829853,7195.84,1073741824.0,209622395.0,0.0,0.0,60714.0,4747165.0,0.0,0.0,51908.0,0.0,2339.0,18651846.0,1119649792.0,193646592.0,769601536.0,25.47822741533104,21.0,915.17
2,52638.0,3.720176733,961037312.0,44975.0,147.138080497,5431476224.0,82259.0,114.548791281,7199.23,1073741824.0,209623873.0,0.0,0.0,60741.0,4748709.0,0.0,0.0,51936.0,0.0,2339.0,18651846.0,1119649792.0,193679360.0,769634304.0,25.47505443641945,31.0,915.26
3,52642.0,3.720682047,961037312.0,44975.0,147.138080497,5431726080.0,82306.0,114.565701098,7202.92,1073741824.0,209627352.0,0.0,0.0,60779.0,4752925.0,0.0,0.0,51971.0,0.0,2339.0,18652920.0,1119584256.0,193871872.0,769851392.0,25.454033451130176,7.0,915.39
4,52646.0,3.72151491,961037312.0,44975.0,147.138080497,5431762944.0,82314.0,114.568706728,7206.43,1073741824.0,209628328.0,0.0,0.0,60797.0,4753897.0,0.0,0.0,51989.0,0.0,2339.0,18652920.0,1119584256.0,193904640.0,769884160.0,25.450860472218586,21.0,915.47
5,52649.0,3.722297131,961037312.0,44975.0,147.138080497,5431783424.0,82318.0,114.581293693,7210.08,1073741824.0,209629306.0,0.0,0.0,60814.0,4754847.0,0.0,0.0,52006.0,0.0,2339.0,18652921.0,1119584256.0,193937408.0,769937408.0,25.445704381487253,29.0,915.56
6,52649.0,3.722297131,961037312.0,44975.0,147.138080497,5431783424.0,82318.0,114.581293693,7213.65,1073741824.0,209630506.0,0.0,0.0,60836.0,4756047.0,0.0,0.0,52028.0,0.0,2339.0,18652921.0,1119584256.0,193970176.0,769970176.0,25.442531402575668,23.0,915.62
7,52649.0,3.722297131,961037312.0,44975.0,147.138080497,5431783424.0,82318.0,114.581293693,7217.3,1073741824.0,209631100.0,0.0,0.0,60847.0,4756641.0,0.0,0.0,52039.0,0.0,2339.0,18652921.0,1119584256.0,193970176.0,769970176.0,25.442531402575668,27.0,915.7
8,52649.0,3.722297131,961037312.0,44975.0,147.138080497,5431783424.0,82318.0,114.581293693,7220.72,1073741824.0,209632034.0,0.0,0.0,60864.0,4757567.0,0.0,0.0,52056.0,0.0,2339.0,18652921.0,1119584256.0,194002944.0,770002944.0,25.43935842366408,5.0,915.79
9,52649.0,3.722297131,961037312.0,44975.0,147.138080497,5431783424.0,82318.0,114.581293693,7224.2,1073741824.0,209633168.0,0.0,0.0,60885.0,4758693.0,0.0,0.0,52077.0,0.0,2339.0,18652921.0,1119584256.0,194035712.0,770035712.0,25.43618544475249,15.0,915.87
