,libvirt_domain_block_stats_flush_requests_total,libvirt_domain_block_stats_flush_time_seconds_total,libvirt_domain_block_stats_read_bytes_total,libvirt_domain_block_stats_read_requests_total,libvirt_domain_block_stats_read_time_seconds_total,libvirt_domain_block_stats_write_bytes_total,libvirt_domain_block_stats_write_requests_total,libvirt_domain_block_stats_write_time_seconds_total,libvirt_domain_info_cpu_time_seconds_total,libvirt_domain_info_memory_usage_bytes,libvirt_domain_interface_stats_receive_bytes_total,libvirt_domain_interface_stats_receive_drops_total,libvirt_domain_interface_stats_receive_errors_total,libvirt_domain_interface_stats_receive_packets_total,libvirt_domain_interface_stats_transmit_bytes_total,libvirt_domain_interface_stats_transmit_drops_total,libvirt_domain_interface_stats_transmit_errors_total,libvirt_domain_interface_stats_transmit_packets_total ,libvirt_domain_memory_stats_disk_cache_bytes,libvirt_domain_memory_stats_major_fault_total,libvirt_domain_memory_stats_minor_fault_total,libvirt_domain_memory_stats_rss_bytes,libvirt_domain_memory_stats_unused_bytes,libvirt_domain_memory_stats_usable_bytes,libvirt_domain_memory_stats_used_percent,libvirt_domain_vcpu_cpu,libvirt_domain_vcpu_time_seconds_total
0,51896.0,3.812794521,1046133760.0,48260.0,140.977919146,5335633920.0,75123.0,136.58680956,7242.05,1073741824.0,208992090.0,0.0,0.0,65898.0,4257484.0,0.0,0.0,52300.0,0.0,3810.0,22545435.0,1121730560.0,163254272.0,768663552.0,25.569053936675274,5.0,615.1
1,51896.0,3.812794521,1046133760.0,48260.0,140.977919146,5335633920.0,75123.0,136.58680956,7245.63,1073741824.0,208993340.0,0.0,0.0,65920.0,4258684.0,0.0,0.0,52321.0,0.0,3810.0,22545435.0,1121730560.0,163287040.0,768696320.0,25.565880957763685,13.0,615.17
2,51908.0,3.814651294,1046133760.0,48260.0,140.977919146,5336006656.0,75191.0,136.612012825,7249.16,1073741824.0,208999252.0,0.0,0.0,65977.0,4265959.0,0.0,0.0,52371.0,0.0,3810.0,22547157.0,1121746944.0,163766272.0,769204224.0,25.516699784634056,21.0,615.3
3,51908.0,3.814651294,1046133760.0,48260.0,140.977919146,5336010752.0,75192.0,136.612619072,7252.71,1073741824.0,209000857.0,0.0,0.0,66006.0,4267588.0,0.0,0.0,52400.0,0.0,3810.0,22547157.0,1121796096.0,163831808.0,769269760.0,25.510353826810878,5.0,615.39
4,51908.0,3.814651294,1046133760.0,48260.0,140.977919146,5336010752.0,75192.0,136.612619072,7256.09,1073741824.0,209002319.0,0.0,0.0,66033.0,4269078.0,0.0,0.0,52427.0,0.0,3810.0,22547157.0,1121796096.0,163864576.0,769302528.0,25.50718084789929,17.0,615.46
5,51908.0,3.814651294,1046133760.0,48260.0,140.977919146,5336010752.0,75192.0,136.612619072,7259.67,1073741824.0,209003335.0,0.0,0.0,66051.0,4270082.0,0.0,0.0,52445.0,0.0,3810.0,22547157.0,1121796096.0,163864576.0,769302528.0,25.50718084789929,31.0,615.54
6,51908.0,3.814651294,1046133760.0,48260.0,140.977919146,5336010752.0,75192.0,136.612619072,7263.21,1073741824.0,209004415.0,0.0,0.0,66071.0,4271158.0,0.0,0.0,52465.0,0.0,3810.0,22547157.0,1121796096.0,163930112.0,769368064.0,25.500834890076113,25.0,615.62
7,51911.0,3.815353619,1046133760.0,48260.0,140.977919146,5336031232.0,75196.0,136.613818074,7266.8,1073741824.0,209005883.0,0.0,0.0,66097.0,4272590.0,0.0,0.0,52491.0,0.0,3810.0,22547158.0,1121796096.0,164089856.0,769527808.0,25.485366617882118,9.0,615.7
8,51911.0,3.815353619,1046133760.0,48260.0,140.977919146,5336031232.0,75196.0,136.613818074,7270.2,1073741824.0,209006645.0,0.0,0.0,66110.0,4273376.0,0.0,0.0,52504.0,0.0,3810.0,22547158.0,1121796096.0,164089856.0,769527808.0,25.485366617882118,25.0,615.77
9,51911.0,3.815353619,1046133760.0,48260.0,140.977919146,5336031232.0,75196.0,136.613818074,7273.74,1073741824.0,209007833.0,0.0,0.0,66132.0,4274564.0,0.0,0.0,52526.0,0.0,3810.0,22547158.0,1121796096.0,163696640.0,769134592.0,25.523442364821182,17.0,615.85
10,51911.0,3.815353619,1046133760.0,48260.0,140.977919146,5336031232.0,75196.0,136.613818074,7277.09,1073741824.0,209009037.0,0.0,0.0,66154.0,4275764.0,0.0,0.0,52548.0,0.0,3810.0,22547158.0,1121665024.0,163729408.0,769167360.0,25.520269385909593,7.0,615.93
11,51911.0,3.815353619,1046133760.0,48260.0,140.977919146,5336031232.0,75196.0,136.613818074,7280.67,1073741824.0,209010113.0,0.0,0.0,66174.0,4276836.0,0.0,0.0,52568.0,0.0,3810.0,22547158.0,1121665024.0,163762176.0,769200128.0,25.517096406998004,13.0,616.02
12,51911.0,3.815353619,1046133760.0,48260.0,140.977919146,5336031232.0,75196.0,136.613818074,7284.19,1073741824.0,209010865.0,0.0,0.0,66188.0,4277588.0,0.0,0.0,52582.0,0.0,3810.0,22547158.0,1121665024.0,163794944.0,769232896.0,25.513923428086418,19.0,616.1
13,51911.0,3.815353619,1046133760.0,48260.0,140.977919146,5336031232.0,75196.0,136.613818074,7287.79,1073741824.0,209011961.0,0.0,0.0,66208.0,4278622.0,0.0,0.0,52601.0,0.0,3810.0,22547158.0,1121665024.0,163827712.0,769265664.0,25.51075044917483,11.0,616.18
14,51921.0,3.816873993,1046133760.0,48260.0,140.977919146,5336354816.0,75252.0,136.634969877,7291.49,1073741824.0,209017868.0,0.0,0.0,66265.0,4285952.0,0.0,0.0,52651.0,0.0,3810.0,22548866.0,1121665024.0,163545088.0,769015808.0,25.534944413375694,24.0,616.35
15,51921.0,3.816873993,1046133760.0,48260.0,140.977919146,5336375296.0,75257.0,136.63890962,7295.03,1073741824.0,209019552.0,0.0,0.0,66295.0,4287582.0,0.0,0.0,52680.0,0.0,3810.0,22548866.0,1121665024.0,163577856.0,769052672.0,25.531374812100154,19.0,616.43
16,51927.0,3.817713977,1046133760.0,48260.0,140.977919146,5336715264.0,75317.0,136.661753739,7298.79,1073741824.0,209024738.0,0.0,0.0,66339.0,4294263.0,0.0,0.0,52719.0,0.0,3810.0,22550583.0,1121665024.0,163262464.0,768749568.0,25.560724867032352,11.0,616.62
17,51929.0,3.81797887,1046133760.0,48260.0,140.977919146,5336719360.0,75318.0,136.661929718,7302.41,1073741824.0,209025622.0,0.0,0.0,66355.0,4295143.0,0.0,0.0,52735.0,0.0,3810.0,22550583.0,1121665024.0,163295232.0,768782336.0,25.557551888120763,17.0,616.7
18,51929.0,3.81797887,1046133760.0,48260.0,140.977919146,5336719360.0,75318.0,136.661929718,7305.85,1073741824.0,209026660.0,0.0,0.0,66374.0,4296169.0,0.0,0.0,52754.0,0.0,3810.0,22550583.0,1121665024.0,163328000.0,768815104.0,25.554378909209174,15.0,616.79
19,51932.0,3.818325431,1046133760.0,48260.0,140.977919146,5336739840.0,75322.0,136.663465444,7309.47,1073741824.0,209027799.0,0.0,0.0,66394.0,4297336.0,0.0,0.0,52774.0,0.0,3810.0,22550584.0,1121665024.0,162967552.0,768454656.0,25.589281677236652,19.0,616.87
20,51932.0,3.818325431,1046133760.0,48260.0,140.977919146,5336739840.0,75322.0,136.663465444,7313.12,1073741824.0,209029144.0,0.0,0.0,66413.0,4298709.0,0.0,0.0,52793.0,0.0,3810.0,22550584.0,1121599488.0,163000320.0,768487424.0,25.586108698325063,21.0,616.95
21,51932.0,3.818325431,1046133760.0,48260.0,140.977919146,5336739840.0,75322.0,136.663465444,7316.62,1073741824.0,209030386.0,0.0,0.0,66436.0,4299901.0,0.0,0.0,52815.0,0.0,3810.0,22550584.0,1121599488.0,163033088.0,768520192.0,25.582935719413474,29.0,617.03
22,51938.0,3.819217743,1046133760.0,48260.0,140.977919146,5337006080.0,75372.0,136.683198603,7320.28,1073741824.0,209034546.0,0.0,0.0,66479.0,4304822.0,0.0,0.0,52855.0,0.0,3810.0,22551648.0,1121615872.0,163733504.0,769245184.0,25.51273356099457,7.0,617.19
23,51940.0,3.819557611,1046133760.0,48260.0,140.977919146,5337034752.0,75379.0,136.686509784,7323.9,1073741824.0,209035802.0,0.0,0.0,66501.0,4306062.0,0.0,0.0,52877.0,0.0,3810.0,22551648.0,1121599488.0,163766272.0,769286144.0,25.508767337355085,21.0,617.27
24,51940.0,3.819557611,1046133760.0,48260.0,140.977919146,5337034752.0,75379.0,136.686509784,7327.31,1073741824.0,209036728.0,0.0,0.0,66518.0,4306988.0,0.0,0.0,52894.0,0.0,3810.0,22551648.0,1121599488.0,163799040.0,769318912.0,25.505594358443496,1.0,617.35
25,51942.0,3.819770123,1046133760.0,48260.0,140.977919146,5337047040.0,75381.0,136.687255398,7330.87,1073741824.0,209037764.0,0.0,0.0,66536.0,4308004.0,0.0,0.0,52912.0,0.0,3810.0,22551648.0,1121599488.0,163831808.0,769351680.0,25.502421379531906,17.0,617.44
26,51942.0,3.819770123,1046133760.0,48260.0,140.977919146,5337051136.0,75382.0,136.687903759,7334.34,1073741824.0,209038424.0,0.0,0.0,66548.0,4308652.0,0.0,0.0,52924.0,0.0,3810.0,22551648.0,1121599488.0,163831808.0,769359872.0,25.501628134804008,31.0,617.52
27,51945.0,3.820522003,1046133760.0,48260.0,140.977919146,5337071616.0,75386.0,136.68920081,7337.95,1073741824.0,209039498.0,0.0,0.0,66567.0,4309714.0,0.0,0.0,52943.0,0.0,3810.0,22551649.0,1121599488.0,163864576.0,769392640.0,25.49845515589242,11.0,617.6
