,libvirt_domain_block_stats_flush_requests_total,libvirt_domain_block_stats_flush_time_seconds_total,libvirt_domain_block_stats_read_bytes_total,libvirt_domain_block_stats_read_requests_total,libvirt_domain_block_stats_read_time_seconds_total,libvirt_domain_block_stats_write_bytes_total,libvirt_domain_block_stats_write_requests_total,libvirt_domain_block_stats_write_time_seconds_total,libvirt_domain_info_cpu_time_seconds_total,libvirt_domain_info_memory_usage_bytes,libvirt_domain_interface_stats_receive_bytes_total,libvirt_domain_interface_stats_receive_drops_total,libvirt_domain_interface_stats_receive_errors_total,libvirt_domain_interface_stats_receive_packets_total,libvirt_domain_interface_stats_transmit_bytes_total,libvirt_domain_interface_stats_transmit_drops_total,libvirt_domain_interface_stats_transmit_errors_total,libvirt_domain_interface_stats_transmit_packets_total ,libvirt_domain_memory_stats_disk_cache_bytes,libvirt_domain_memory_stats_major_fault_total,libvirt_domain_memory_stats_minor_fault_total,libvirt_domain_memory_stats_rss_bytes,libvirt_domain_memory_stats_unused_bytes,libvirt_domain_memory_stats_usable_bytes,libvirt_domain_memory_stats_used_percent,libvirt_domain_vcpu_cpu,libvirt_domain_vcpu_time_seconds_total
0,24780672.0,208.361957717,1107917824.0,60581.0,161.944016351,5486571520.0,92736.0,214.482964512,13493.85,1073741824.0,212022444.0,0.0,0.0,98677.0,7300268.0,0.0,0.0,82356.0,0.0,3960.0,138040414.0,1121943552.0,408174592.0,618303488.0,40.12866429486493,15.0,1721.68
1,26145937.0,219.678610157,1107917824.0,60581.0,161.944016351,5486571520.0,92736.0,214.482964512,13642.2,1073741824.0,212023820.0,0.0,0.0,98701.0,7301620.0,0.0,0.0,82380.0,0.0,3960.0,145709580.0,1121943552.0,536453120.0,746582016.0,27.70724510072225,11.0,1781.44
2,27645486.0,232.072202146,1107917824.0,60581.0,161.944016351,5486571520.0,92736.0,214.482964512,13793.26,1073741824.0,212024622.0,0.0,0.0,98716.0,7302422.0,0.0,0.0,82395.0,0.0,3960.0,152757989.0,1121943552.0,389066752.0,599195648.0,41.97890762268521,3.0,1841.19
3,29093981.0,243.883526526,1107917824.0,60581.0,161.944016351,5486571520.0,92736.0,214.482964512,13943.06,1073741824.0,212025680.0,0.0,0.0,98735.0,7303480.0,0.0,0.0,82414.0,0.0,3960.0,159730238.0,1121943552.0,418811904.0,628940800.0,39.09863601569038,3.0,1900.94
4,30535126.0,255.355059785,1107917824.0,60581.0,161.944016351,5486571520.0,92736.0,214.482964512,14092.11,1073741824.0,212026572.0,0.0,0.0,98751.0,7304372.0,0.0,0.0,82430.0,0.0,3960.0,166925257.0,1121943552.0,476078080.0,686206976.0,33.55345874532482,3.0,1960.71
5,32143714.0,268.144684014,1107917824.0,60581.0,161.944016351,5486571520.0,92736.0,214.482964512,14244.65,1073741824.0,212027467.0,0.0,0.0,98766.0,7305291.0,0.0,0.0,82445.0,0.0,3960.0,174610493.0,1121615872.0,404242432.0,614371328.0,40.5094217642556,9.0,2020.47
6,33544831.0,279.548828656,1107917824.0,60581.0,161.944016351,5486571520.0,92736.0,214.482964512,14393.46,1073741824.0,212028647.0,0.0,0.0,98787.0,7306483.0,0.0,0.0,82466.0,0.0,3960.0,181954388.0,1121615872.0,388136960.0,598265856.0,42.06894089930155,8.0,2080.22
7,35086254.0,291.642304671,1107917824.0,60581.0,161.944016351,5486571520.0,92736.0,214.482964512,14544.27,1073741824.0,212029585.0,0.0,0.0,98804.0,7307417.0,0.0,0.0,82483.0,0.0,3960.0,189287833.0,1121615872.0,415088640.0,625217536.0,39.45916574451967,21.0,2139.96
8,36676697.0,304.12417178,1107917824.0,60581.0,161.944016351,5486571520.0,92736.0,214.482964512,14696.08,1073741824.0,212030249.0,0.0,0.0,98816.0,7308077.0,0.0,0.0,82495.0,0.0,3960.0,196629358.0,1121615872.0,409153536.0,619282432.0,40.03387154988121,7.0,2199.68
9,38318569.0,317.058027295,1107917824.0,60581.0,161.944016351,5486571520.0,92736.0,214.482964512,14849.09,1073741824.0,212031211.0,0.0,0.0,98833.0,7309035.0,0.0,0.0,82512.0,0.0,3960.0,203916836.0,1121615872.0,489910272.0,700039168.0,32.21406502227035,29.0,2259.45
